,filename,HOTEL#CLEANLINESS,HOTEL#COMFORT,HOTEL#GENERAL,HOTEL#PRICE,LOCATION#GENERAL,SERVICE#GENERAL,STAFF#GENERAL,review
55,1370-2.txt,1,0,0,0,1,1,0,الخدمه الممتازه والنظافه  والقرب من الحرم النبوى
56,1372-2.txt,1,0,0,0,1,1,0,الخدمه النظافه وقربه من الحرم
57,1393-2.txt,1,0,0,0,1,1,0,الخدمه والمعامله طيبه ومحترمه والخدمه ممتازه مع النظافه وموقع الفندق قريب من الحرم ويوجد الكثير من المطاعم بالقرب ويوجد مسجد كبير ملاسق للفندق وخدمه التوصيل للحرم ممتازه
58,1395-2.txt,1,0,0,1,0,1,1,الخدمه والنظافة و السعر جميعها ممتاز واتمنى ان لايتغير الطاقم والمستوى عن ممتاز اهنئكم على خدمتكم وماقمتم به
59,1396-2.txt,1,0,0,0,0,1,0,الخدمه والنظافه
60,1397-2.txt,1,0,0,0,0,1,0,الخدمه والنظافه
61,1399-2.txt,1,0,0,0,0,1,0,الخدمه ونظافه
62,1404-2.txt,1,0,0,0,0,0,1,الخصوصية التامة وكذلك الاستقبال الحسن والنظافة بصرحة يستحق ان اكرر التجربة
63,1406-2.txt,1,0,0,0,0,0,0,الخصوصية والنظافة وخدمة الغرف
64,1407-2.txt,1,0,0,0,0,0,1,الخصوصية ونظافة المكان وسرعة اداء العمال عند وجود اى ملاحظات او احتياجات
65,1411-2.txt,1,0,1,1,0,1,0,الدخول المبكر+ توفير الباصات من و الى الحرم+ النظافة + الهدوء + السعر المناسب
66,1415-2.txt,1,0,0,0,0,0,0,الديكور رائع والنظافة جيدة سوى وجود بعض الناموس الصغير جداً
67,1417-2.txt,1,0,0,0,0,0,0,الديكور والنظافة .....الخ
68,1420-2.txt,1,1,0,0,0,0,0,الديكورات ، النظافه ، الراحه
69,1423-2.txt,1,0,0,0,0,0,0,الذى اعجبنى النظافة وسرعة اﻻستجابة
70,1424-2.txt,1,0,0,0,0,0,0,الذي ازعجني عدم نظافة الحمام وتآخير توصيل الشنط وبطئ الاستجابة واعطال الحمامات
71,1446-2.txt,1,1,0,0,0,1,0,الراحة النظافة الخدمات
72,1449-2.txt,1,1,1,0,0,0,0,الراحة الهدوء و النظافة كم انه  تم تلبية جميع ما طلبته
73,1452-2.txt,1,1,0,0,1,0,0,الراحة مميزة لديهم وذلك لوجود اهم عامل في الفنادق وهي النظافة، والموقع ممتاز قريب من كل شي، وكنت ارى التعليق على الانارات بانها ضعيفة، وحاب اقول للجميع انه تم تعديل ذلك واضافة انارات ممتازه. انصح الجميع بستارز هوم
74,1454-2.txt,1,1,0,0,0,0,0,الراحة و النظافة كانت ممتازة
75,1464-2.txt,1,1,1,1,1,0,1,الراحة والنظافة والهدوء وطاقم العمل والسعر والموقع جميعها رائعة . واريد ان انبه بأنه يوجد إضائة جديدة وجميلة . شكراً ستارز هوم
76,1472-2.txt,1,1,1,0,0,1,0,الراحة والهدوء والخدمة ومستوى النظافة
77,1473-2.txt,1,1,1,0,0,0,0,الراحة والهدوء وسعة الغرفة والنظافة
78,1477-2.txt,1,1,0,0,0,0,0,الراحه .. البوفيه .. النظافة
79,1488-2.txt,1,1,0,0,0,0,0,الراحه والنظافة
80,1489-2.txt,1,1,0,0,0,0,0,الراحه والنظافه والأفطار
81,1493-2.txt,1,1,1,0,0,0,1,الراحه وتوفر الموصلات على مدار الساعه      وتعاون طاقم الاستقبال الهدوء والافطار ونظافة الفندق بشكل عام
82,1506-2.txt,1,0,0,0,0,0,0,الروائح لديهم جميله والنظافه اكثر من ممتازه والديكورات رائعه والاثاث جديد
83,1515-2.txt,1,0,1,0,0,1,1,السرعه في الاستقبال واستلام الغرفه والنظافه العامه والهدوء
84,1537-2.txt,1,0,0,1,1,0,0,السعر - النظافة - قريب من المواقع
85,1545-2.txt,1,0,0,1,0,0,1,السعر جداً راااائع بمستوى الفندق ، النظافه رائعه وطاقم العمل ممتاز
86,1552-2.txt,1,0,0,1,0,0,1,السعر رانع بالنسبه للموقع والمستوي والنظافه...الموظفين رائعين..فعلا تجربه سنكررها
87,1592-2.txt,1,0,0,0,1,1,1,السعر مناسب والموقع ممتاز والخدمات جيده وطاقم العمل محترمين جدا وبشوشين والنظافه اكثر من ممتازه
88,1601-2.txt,1,0,0,1,0,0,0,السعر والنظافة
89,1639-1.txt,1,0,0,0,0,0,0,فندق نظيف جدا وانيق ومستوي الامان عاليه
90,1639-2.txt,1,0,0,0,0,0,0,السيفتي ممتاز والنظافه فندق اكثر من رائع
91,1681-2.txt,1,0,0,0,0,0,1,الصراحة فندق رائع نظافة وفخامة ووالفطور لذيذ ومتنوع .. واحب اشكر موظف الاستقبال الاستاذ محمد عابدين على لباقته وحسن تعامله وتعاونه معي
92,1688-2.txt,1,0,1,0,0,0,1,الضيافة والنظافة والهدوء
93,1692-2.txt,1,0,0,0,0,1,1,الطاقم ،، النظافه والاثاث ،، التعامل والخدمه ،،، وجبه الافطار
94,37-3.txt,1,0,0,0,0,0,0,1- مستوى النظافة متدني
95,1075-1.txt,0,1,0,0,0,0,0,جمال المكان وراحة النفس هي العنوان
96,1089-1.txt,0,1,0,0,0,0,1,قمة في التعامل مع راحة السكن
97,1153-2.txt,0,1,0,0,0,0,1,التعامل و الراحه و السرعه
98,1154-2.txt,0,1,0,0,1,0,1,التعامل والراحة وأناقة المكان والموظفين
99,1198-2.txt,0,1,0,0,0,0,0,الجميل فيه وسع الغرفة وجود حديقة داخل الفندق وحديقة في الخارج الفطور جيد لانه كان ايام العيد
100,1218-2.txt,0,1,0,0,0,0,0,الحديقه والمسبح
101,1223-2.txt,0,1,0,0,0,1,0,الحقيقة ان الخدمات ممتازة وكذالك الراحة ممتازة جدا ولايوجداي ملاحضات من قبلي
102,1279-2.txt,0,1,0,0,0,1,0,الخدمات و توفير الراحه
103,1283-1.txt,0,1,0,0,0,0,0,راحة نفسية وترفيه ايماني
104,1392-2.txt,0,1,0,0,1,1,0,الخدمه والقرب من الحرم الراحه التامه فيه مناسب جدا للكل
105,1408-2.txt,0,1,1,0,0,0,0,الخصوصية،الهدوء،الراحة
106,1437-2.txt,0,1,0,0,0,0,0,الراحة
107,1438-2.txt,0,1,0,0,0,0,0,الراحة
108,1440-2.txt,0,1,0,0,0,0,0,الراحة
109,1442-2.txt,0,1,0,0,0,0,0,الراحة التامة التي حصلنا عليها
110,1443-2.txt,0,1,0,0,1,0,1,الراحة العالية بالفندق وقربه من الحرم ،،،تعامل موظف الاستقبال كان جدا عالي وراقي ومتعاون
111,1444-2.txt,0,1,0,0,0,0,0,الراحة العالية والامان
112,1445-2.txt,0,1,0,0,0,0,0,الراحة اللتي أجدها بهذا الفندق
113,1447-2.txt,0,1,0,0,0,0,0,الراحة النفسية
114,1448-2.txt,0,1,0,0,0,0,0,الراحة النفسية
115,1450-2.txt,0,1,1,0,0,0,0,الراحة فيه جداً ممتازة وهدوء كذلك خاصة في اختياري للغرفة والطابق
116,1451-2.txt,0,1,0,0,0,0,0,الراحة قربه من مول العرب
117,1453-2.txt,0,1,0,0,1,0,0,الراحة و القرب من الحرم النبوي
118,1455-2.txt,0,1,1,0,0,0,0,الراحة و الهدوء
119,1456-2.txt,0,1,0,0,0,0,1,الراحة والاستقبال والنطافة
120,1457-2.txt,0,1,0,0,0,0,1,الراحة والتعامل
121,1458-2.txt,0,1,0,0,0,1,0,الراحة والخدمة والأتصال كل يوم لأجل أخذ رأي النزيل والفطور ممتاز.
122,1459-2.txt,0,1,0,0,0,0,0,الراحة والرومانسية وتوفير جميع طلبات النزيل
123,1460-2.txt,0,1,0,1,0,0,0,الراحة والسعر مناسب
124,1461-2.txt,0,1,0,0,0,0,0,الراحة والسعي ورا راحة النزيل
125,1462-2.txt,0,1,0,0,0,0,0,الراحة والفخامة
126,1463-2.txt,0,1,0,0,1,0,0,الراحة والقرب من الحرم النبوي
127,1465-2.txt,0,1,0,0,0,0,0,الراحة والنوم
128,1466-2.txt,0,1,1,0,0,0,0,الراحة والهدوء
129,1467-2.txt,0,1,1,0,0,0,0,الراحة والهدوء
130,1468-2.txt,0,1,1,0,0,0,0,الراحة والهدوء
131,1469-2.txt,0,1,1,0,0,0,0,الراحة والهدوء
132,1470-2.txt,0,1,1,0,0,0,0,الراحة والهدوء قربه من المطار
133,1471-2.txt,0,1,1,0,0,0,0,الراحة والهدوء والافطار
134,1474-2.txt,0,1,0,0,0,0,0,الراحة وجمال المكان والفندق
135,1475-2.txt,0,1,0,0,0,1,0,الراحة وسرعة تلبية الخدمات
136,1476-2.txt,0,1,0,0,0,1,0,الراحة وكذلك الخدمة
137,1478-2.txt,0,1,0,0,0,0,0,الراحه الفسيه وقمة الخصوصيه والامان ووسائل الترفيه
138,1479-2.txt,0,1,0,0,0,1,0,الراحه النفسيه والخدمات
139,1480-2.txt,0,1,0,0,0,0,0,الراحه النفسيه والمكان مريح
140,1481-2.txt,0,1,0,0,0,0,0,الراحه جدا جدا ممتاز
141,1482-2.txt,0,1,1,0,0,0,1,الراحه هدوء تعامل طاقم الفندق  سعة الغرف  النظافة
142,1483-2.txt,0,1,0,0,0,0,0,الراحه و الإستفبال الجيد
143,1484-2.txt,0,1,0,0,0,1,0,الراحه والخدمات
144,1485-2.txt,0,1,0,0,0,1,1,الراحه والخدمة والمطعم وحسن الإستقبال
145,1486-2.txt,0,1,0,0,0,1,0,الراحه والخدمه الجميلة
146,1487-2.txt,0,1,0,0,0,0,0,الراحه والمول والاكل الجيد  واتمنى ان يكون معي بطاقه عضويه او تخفيض او عروض للفندق ❤️
147,1490-2.txt,0,1,1,0,0,0,0,الراحه والهدوء
148,1491-2.txt,0,1,1,0,0,0,1,الراحه والهدوء التام والتعامل الراقي
149,1492-2.txt,0,1,1,0,0,1,0,الراحه والهدوء والخدمات وقربه من الخدمات
150,1494-2.txt,0,1,0,0,0,0,0,الراحه وعدم الإزعاج
151,1495-2.txt,0,1,0,0,0,0,0,الراحه..
152,1504-2.txt,0,1,0,0,0,0,0,الرقي والراحة والروحانية
153,1505-1.txt,0,1,0,0,1,0,0,الموقع و الراحة
154,1542-1.txt,0,1,0,0,0,0,0,مريحه لسفرات العجله
155,1594-2.txt,0,1,0,1,1,1,1,السعر و المكان والخدمة والاستقبال .. مكان مريح وناس تقابلهم هناك ادب واخلاق ..
156,1598-2.txt,0,1,0,1,1,0,0,السعر والراحة والقرب من الحرم
157,1599-2.txt,0,1,0,1,0,0,0,السعر والراحه
158,1630-2.txt,0,1,0,0,0,0,1,السلام عليكم ورحمة الله وبركاته اشكر إدارة الفندق على حسن الاستقبال وكرم الضيايفه اشهد بالله كانت إقامة في في هذا الفندق مريحة جدا واتمنى الى إدارة الفندق المزيد من التقدم والازدهار والسلام ختام
159,1677-2.txt,0,1,0,0,0,0,0,الشئ المميز فيه هو النوم في الفندق مريح جداً واعتقد اولاً كونه في المدينة المنورة وثانياً والسبب العملي هو نوعية السرير
160,1679-2.txt,0,1,1,0,0,0,0,الصراحة الفندق جميل جداً وهادي الصراحة راح يكون الخيار الاول لي لمن ارجع مكه مره ثانيه ان شاء الله
161,2-1.txt,0,1,0,0,0,0,0,زيارة المسجد النبوي في عيد الحج
162,38-3.txt,0,1,0,0,0,0,0,1- مصعد واحد فقط وهزا  غير كافي
163,1012-2.txt,0,0,1,0,0,0,0,الأطلالة على الكورنيش
164,1013-2.txt,0,0,1,0,0,0,0,الأطلاله على الكعبة
165,1018-2.txt,0,0,1,0,1,1,0,الباص الذي يوصل الحرم - موقف السيارات - الهدوء داخل الفندق - الإفطار
166,1038-2.txt,0,0,1,0,1,0,1,البهو وقربه من المسجد الحرام وتعامل الموظفين
167,1047-1.txt,0,0,1,0,0,0,0,يمكنه ان يرقى الى فندق ذهبي
168,1049-2.txt,0,0,1,0,0,0,0,البوفيه ممتاز جدا .. الأطباق لذيذه ومتنوعه .. الغرف نظيفه .. انصح بالفندق بشكل عام
169,1052-2.txt,0,0,1,0,0,0,1,التجديدات بالفندق واستبدال الطاقم القديم بالحديث المتعاون الذي يحاول تذليل كل الصعوبات واي مشكله في سبيل ارضاء العميل
170,1066-1.txt,0,0,1,0,0,0,0,شقق فندقية انصح بها بشدة
171,1079-2.txt,0,0,1,0,0,0,0,التصميم والاطلاله
172,1082-2.txt,0,0,1,0,1,0,0,التصميم والهدوء قريب من الحرم
173,1101-2.txt,0,0,1,0,0,0,1,التعامل الحسن والهدوء العام في الفندق
174,1171-2.txt,0,0,1,1,1,1,0,التكييف مره كويس . الخدمه والنظافة . الاسعار . و المكان لقربه من وسط المدينه
175,1176-2.txt,0,0,1,0,0,1,1,التنظيم و النظافه وحسن الاستقبال من الموظفين و يبحثون عن راحتك ويبادرون بعرض الخدمات ماقصرو
176,1179-2.txt,0,0,1,0,0,0,1,التنظيم والهدوء والاهتمام وحسن الاستقبال
177,1190-2.txt,0,0,1,0,0,0,0,الجدران ليس بها عوازل مما يسبب ازعاج المقيمين حولك.
178,1208-2.txt,0,0,1,0,0,0,0,الجو الجميل والهدوء
179,1214-2.txt,0,0,1,0,0,1,1,الجو الهادئ ، حسن التعامل من قبل موظفي الفندق ، خدمة التوصيل من وإلى الحرم المكي ، ( فكرة جداً رائعة ) .
180,1219-2.txt,0,0,1,0,1,0,0,الحرم قريب و الفندق ممتاز جداً
181,1232-2.txt,0,0,1,0,1,0,0,الحمد الله فندق رائع وجميل وموقعه جدا قريب من الحرم
182,1233-2.txt,0,0,1,0,0,0,0,الحمد للة فندق جيد
183,1234-2.txt,0,0,1,0,1,0,1,الحمد لله الذي اتم علينا عمرتنا كما احمد الله ان وفقنا بإختيار الاقامة في (فندق رافلز) قمة في الروعه من جميع النواحي ويكفينا قربه من الحرم المكي الشريف ..تمنياتنا للعاملين بالفندق كل التوفيق والتقدم ..
184,1235-2.txt,0,0,1,0,0,0,0,الحمد لله كانت الزيارة جميله والمكان جميل ونظيف
185,1241-2.txt,0,0,1,0,0,0,0,الحمدلله توفقت بإختيار الفندق و كل الأشياء ممتازة فيه سواءً داخله أو خارجه..
186,1243-2.txt,0,0,1,0,0,0,0,الحمدلله كل شي بالفندق اعجبني
187,1259-2.txt,0,0,1,0,0,1,1,الخدمات الممتازة الاستقبال والهدوء
188,1271-1.txt,0,0,1,0,0,0,0,فندق محترم
189,1289-1.txt,0,0,1,0,0,0,0,فندق متكامل
190,1308-2.txt,0,0,1,0,0,1,1,"الخدمة المقدمة و الطاقم المحترم و الهدوء طول فترة الإقامة و الديكورات الرائعة .. قصر الشرق بإختصار ,, أكثر من رائع"
191,1312-2.txt,0,0,1,0,0,1,0,الخدمة الهدوء
192,1322-1.txt,0,0,1,0,0,0,0,الحمدالله من افضل الفنادق
193,1357-1.txt,0,0,1,0,0,0,0,من اروع الفنادق في مدينة ينبع
194,1398-2.txt,0,0,1,0,0,1,1,الخدمه وطاقم الأستقبال جيدين.الهدوء الشديد الشقق جيدة جدا.
195,1405-2.txt,0,0,1,0,0,0,0,الخصوصية والسعة
196,1412-1.txt,0,0,1,0,0,0,0,فندق جيد
197,1431-2.txt,0,0,1,0,1,0,1,الذي أعجبني أنه يطل من جهة على الحرم النبوي الشريف والجهة الأخرى جهة الفنادق وقريب وسلس في الخروج من الفندق إلى الشارع الرئيسي والأسواق بجانبك حيث أنك تذهب للحرم على رجلك دون إستخدام السيارة وزيادة على ذلك المعاملة الذي تلقيتها من الجميع جداً حضارية وراقي
198,1465-1.txt,0,0,1,0,0,0,0,من افضل فنادق المدينة المنورة
199,1485-1.txt,0,0,1,0,0,0,0,فندق رائع في كثير من النواحي
200,1497-2.txt,0,0,1,0,0,0,0,الرحابة والهدوء والديكورات
201,15-1.txt,0,0,1,0,0,1,0,موقع ممتاز - خدمة سيئة
202,15-3.txt,0,0,1,0,0,0,1,-موظفي الفندق غير متعاونين:
203,1503-2.txt,0,0,1,0,0,0,1,الرقي في التعامل .. الهدوء .. النظآفه و سرعة التعامل مع الطلب
204,1514-2.txt,0,0,1,0,0,1,0,السرعة في الخدمة وتلبية الطلب والشعور بالراحة والهدوء فيه
205,1538-2.txt,0,0,1,1,0,0,0,السعر -الهدوء
206,1557-2.txt,0,0,1,1,0,0,0,السعر كان ممتاز مقابل السكن .. الفندق هادي و نظيف و الاثاث جديد و ممتاز و التكييف كان ممتاز جدا و انصحكم بمحل المخفوقات تحت الفندق لذيذ
207,1564-2.txt,0,0,1,1,0,0,0,السعر مقابل الخدمة و مستوى الفندق ممتاز
208,1568-2.txt,0,0,1,1,0,0,0,السعر مقارنة بالموقع خرافية !! ، وهدوء الفندق اكثر من رائع
209,1591-1.txt,0,0,1,0,0,0,0,فندق جار الحبيب جيد
210,1606-2.txt,0,0,1,1,1,0,1,السكن بشكل عام جديد كل شيء جديد الموقع هادئ وقريب من المطار ومن المراكز الحيوية خدمة رائعة من العاملين الواي فاي جيد جدا الخدمات قريبة من السكن ومتوفرة في السكن السعر مرتفع
211,1620-2.txt,0,0,1,0,0,0,0,السلام عليكم الفندق ممتاز بكل معنى الكلمة
212,1647-2.txt,0,0,1,0,0,0,0,الشقة التي أقمت فيها بعض الطاولة احس فيها قديمه ومكسرة وكذلك الستاير مقطوعة حبذا لو أهتموا بالشقق كما في الأجنحة والغرف ولكن بشكل عام الفندق ممتاز
213,1675-2.txt,0,0,1,0,0,0,1,الشكل العام للفندق والاستقبال وجلسه الكوفي والمطعم الخارجيه
214,1678-2.txt,0,0,1,0,1,0,0,الصدق في الاخبار عن الموقع وامكانيات الفندق
215,1680-2.txt,0,0,1,0,1,0,1,الصراحة الفندق روووعه وخدماتهم روعه واستقبالهم اروع ومكانة ممتاز ومعاملتهم روعة الصراحة اريد اشكر المدير المناوب الي نزل الي السيارة لوداعنا شكرا عزمي الجمعان وهاذة تواضع منه انصح الجميع بالسكن بدار التوحيد وشكرا
216,2-2.txt,0,0,1,0,0,0,0,مستوى او درجة الفرش والتشطيبات النهائية جيدة مقارنة بباقي الفندق ..
217,42-3.txt,0,0,1,0,0,0,0,1- يبدو الفندق قديم وبحاجه لبعض الصيانه وخصوصا السجاد
218,43-2.txt,0,0,1,0,0,0,0,فندق خمس نجوم بعبق الماضي....الفندق قديم ويذكرك بالسنين الماضية.
219,44-2.txt,0,0,1,0,0,0,0,فندق جيد ولكن لا يصل لمستوى خمس نجوم إطلاقا
220,1008-2.txt,0,0,0,1,0,0,0,الأسعار جدآ تنافسية مقارنة بحداثة الفندق والمرافق وكذلك الخدمات.
221,1010-2.txt,0,0,0,1,0,0,0,الأسعار خلال هذه الفترة كانت مغرية جداً
222,1011-2.txt,0,0,0,1,0,0,0,الأسعار معقولة والغرف واسعه والسرير كبير
223,1024-1.txt,0,0,0,1,0,0,0,ممتاز وسعره طيب
224,1042-1.txt,0,0,0,1,0,0,0,مبالغ في السعر
225,1056-2.txt,0,0,0,1,0,0,1,الترتيب والاسلوب الراقي الي تقوم به اداره بودل ...شكرا لكم لاكن بالنسبه للاسعار شوي مبالغ فيها
226,1166-2.txt,0,0,0,1,0,0,0,التكلفة
227,1254-2.txt,0,0,0,1,0,1,0,الخدمات المقدمة الطاقم كل شيئ ممتاز ما عدا السعر المبالغ فيه لليلة واحدة ٤٠٠٠ ريال
228,1281-1.txt,0,0,0,1,0,0,0,السعر خارج البوكينج ارخص في هذا الفندق
229,1295-2.txt,0,0,0,1,0,1,0,الخدمة الجيدة مقابل سعر منخفظ
230,1401-1.txt,0,0,0,1,0,0,0,حرام السعر فيه
231,1497-1.txt,0,0,0,1,0,0,0,ممتاز مقابل القيمة
232,1520-2.txt,0,0,0,1,0,0,0,السعر
233,1521-2.txt,0,0,0,1,0,0,0,السعر
234,1523-2.txt,0,0,0,1,0,0,0,السعر
235,1527-1.txt,0,0,0,1,0,0,0,ممتاز جدا مقابل السعر
236,1533-2.txt,0,0,0,1,0,0,0,السعر
237,1534-2.txt,0,0,0,1,0,0,0,السعر
238,1539-2.txt,0,0,0,1,0,0,0,السعر  مبالغ فيه
239,1540-2.txt,0,0,0,1,0,0,0,السعر 300 لليلة الموقع مقابل سوق الراشد المواقف في القبوا
240,1541-2.txt,0,0,0,1,0,0,0,السعر الماسب
241,1542-2.txt,0,0,0,1,0,0,0,السعر المناسب ، قربها من أماكن الخدمات والأسواق
242,1543-2.txt,0,0,0,1,0,0,0,السعر بالاضافة للمواصلات مستمرة بدون توقف وكذلك مستوى الفطور جيد
243,1544-2.txt,0,0,0,1,0,0,0,السعر بالنسبه للخدمه
244,1546-2.txt,0,0,0,1,0,1,0,السعر جداً مناسب مع الخدمة المقدمه
245,1547-2.txt,0,0,0,1,0,0,0,السعر جدا رائع بالنسبة لمستوى المكان
246,1548-2.txt,0,0,0,1,0,0,0,السعر جدا مناسب مقارنة بالخدمة
